Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,item_avg_sales,Item_Sales_Deviation,Performance_Label,Predicted_Label
NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744,28,3225.14900667114,149.1253933288599,2,2
FDO23,17.85,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,40,1531.2012162673227,-963.9396162673227,0,0
FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,2004,Small,Tier 2,Supermarket Type1,288.9572,21,2441.058475066221,-2152.101275066221,0,1
FDF04,17.5,Low Fat,0.07030343626048781,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952,38,4068.678608672162,-710.3834086721622,2,2
FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,3663.2316,38,2561.2426674101603,1101.9889325898398,2,2
FDS50,17.0,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,Small,Tier 2,Supermarket Type1,5321.0736,23,3448.2393659804266,1872.8342340195732,2,2
NCQ41,14.8,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292,40,2464.8408365497567,1046.5883634502434,2,2
FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,28,1070.9154048164235,673.4805951835765,1,1
NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,Small,Tier 2,Supermarket Type1,2536.698,18,3223.790571278032,-687.0925712780322,1,1
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452,16,2333.4105359475734,-375.9585359475734,1,1
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118,38,2886.469308034058,-974.957508034058,1,1
FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648,26,1941.4797189613814,2157.185081038618,2,2
FDO50,16.25,Low Fat,0.07030343626048781,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472,16,1470.0045930172973,183.8426069827026,1,1
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208,16,1590.4625670855748,390.95823291442525,1,1
NCI31,20.0,Low Fat,0.136124989,Others,38.319,OUT010,1998,Small,Tier 3,Grocery Store,146.476,27,555.8307488828052,-409.3547488828052,0,0
FDU20,19.35,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744,40,1885.9806107945533,1488.2937892054465,2,2
DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008,28,2844.4764093462118,-463.5756093462119,1,1
DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,Small,Tier 2,Supermarket Type1,1850.924,23,2156.9128807215347,-305.98888072153477,1,1
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,Small,Tier 2,Supermarket Type1,5909.6408,23,3787.42773562653,2122.21306437347,2,2
FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418,OUT045,2002,Small,Tier 2,Supermarket Type1,2207.127,23,2214.8916664244575,-7.764666424457573,1,1
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688,28,2577.4125213042184,-556.0437213042185,1,1
FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082,21,3220.1136556493893,2125.5945443506107,2,2
FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.5174,21,2457.6267817738067,473.8906182261935,1,1
FDN12,15.6,Low Fat,0.07030343626048781,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072,16,1633.1158978271676,-179.00869782716768,1,1
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,2874.9244,38,3017.9198928644164,-142.99549286441652,1,1
FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486,OUT049,1999,Medium,Tier 1,Supermarket Type1,6353.0636,26,4248.96635177197,2104.0972482280304,2,2
FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388,26,3135.602571657861,1431.7854283421389,2,2
NCK29,5.615,Low Fat,0.07030343626048781,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,369.519,40,1927.6780810584817,-1558.1590810584817,0,0
FDM32,20.5,Low Fat,0.07030343626048781,Fruits and Vegetables,90.883,OUT010,1998,Small,Tier 3,Grocery Store,89.883,27,1162.2063416511746,-1072.3233416511746,0,0
FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.932,28,1214.2803286011451,1142.6516713988547,1,1
FDC51,10.895,Regular,0.009636821,Dairy,121.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.46,26,1926.3523897443224,537.1076102556776,1,1
FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1921.4988,26,1947.655118625446,-26.15631862544592,1,1
NCV54,11.1,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1066.6116,38,1494.8241952907883,-428.2125952907884,1,1
FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904,OUT045,2002,Small,Tier 2,Supermarket Type1,644.4944,23,674.0747171867712,-29.58031718677114,0,0
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384,21,1619.7997287180256,809.0386712819745,1,1
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,Small,Tier 2,Supermarket Type1,2516.724,23,3272.938743319435,-756.214743319435,1,1
FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,High,Tier 3,Supermarket Type1,965.41,38,1292.6042326389456,-327.19423263894566,0,0
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,Small,Tier 2,Supermarket Type1,4563.3932,18,2844.4764093462118,1718.9167906537887,2,2
FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,Small,Tier 2,Supermarket Type1,2700.4848,18,3494.44688058651,-793.9620805865097,1,1
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,16,1965.410461814818,-383.469661814818,1,1
FDR32,6.78,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,1985,Medium,Tier 3,Supermarket Type3,6165.9738,40,3595.6689517790624,2570.3048482209374,2,2
DRF25,9.0,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,476.047,28,704.5458168347105,-228.4988168347105,0,0
FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144,28,2264.439984985734,185.70401501426568,1,1
DRI11,8.26,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502,40,1487.372262450484,-1141.8220624504838,0,0
FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984,OUT045,2002,Small,Tier 2,Supermarket Type1,1853.5872,23,3536.557243838247,-1682.970043838247,1,1
FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,Small,Tier 2,Supermarket Type1,4471.5128,23,3282.0678107594135,1189.444989240587,2,2
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156,28,1803.6863773641521,181.72922263584792,1,1
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,Small,Tier 2,Supermarket Type1,5954.2494,18,1984.2064391374847,3970.042960862515,2,2
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569,16,1675.797173635361,191.77182636463886,1,1
FDR55,12.15,Regular,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,Small,Tier 2,Supermarket Type1,2269.0464,18,3410.8808696027018,-1141.8344696027016,1,1
DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,Small,Tier 2,Supermarket Type1,5426.27,18,3541.7437989049617,1884.5262010950387,2,2
FDG31,12.15,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.7214,40,897.1337826934489,1621.587617306551,1,1
FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,23,874.1451557193292,84.60684428067077,0,0
FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682,38,2223.224918166785,-1072.0567181667848,1,1
NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332,21,1888.627642867904,544.2055571320961,1,1
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855,26,1845.109861362504,-197.25486136250402,1,1
FDI19,15.1,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288,40,3871.27526003043,1945.1535399695695,2,2
FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,Small,Tier 3,Grocery Store,1575.2828,27,4108.236055970151,-2532.953255970151,1,0
DRN59,15.0,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302,26,727.0385393966934,65.26346060330661,0,0
NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,38,611.8374721931809,27.330527806819077,0,0
NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104,38,2024.9639807783649,963.1464192216351,1,2
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725,16,1487.646875,260.078125,1,1
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618,16,2197.856582940989,213.0052170590111,1,1
FDQ56,6.59,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,40,1628.5231282125742,2062.672071787426,2,2
NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104,28,1456.4650500760456,532.9453499239544,1,1
FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,Small,Tier 2,Supermarket Type1,2087.283,18,1630.042637929279,457.24036207072095,1,1
FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,Small,Tier 3,Grocery Store,351.5424,27,1447.3929469755335,-1095.8505469755335,0,0
FDI41,18.5,Regular,0.07030343626048781,Frozen Foods,148.7418,OUT045,2002,Small,Tier 2,Supermarket Type1,2501.4106,23,2312.5244787670526,188.88612123294752,1,1
FDN10,11.5,Low Fat,0.07030343626048781,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868,16,1407.7747303557871,-578.1879303557871,0,0
FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,16,1271.3909186847966,86.84108131520338,1,1
DRM37,15.35,Low Fat,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688,40,3639.5944317029816,3258.0935682970185,2,2
FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,Small,Tier 2,Supermarket Type1,1034.6532,23,1057.8789449576789,-23.2257449576789,1,1
NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11,21,2649.9846832169183,-685.8746832169184,1,1
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.7992,23,1803.0221837121865,143.77701628781347,1,1
NCZ17,12.15,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734,40,778.5003498951392,701.5730501048608,1,1
FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,5191.2426,38,3030.9779927398167,2160.264607260183,2,2
FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,28,1384.50712852957,424.47147147042983,1,1
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,Small,Tier 2,Supermarket Type1,3395.58,23,1706.0254888049135,1689.5545111950864,2,2
FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,Small,Tier 2,Supermarket Type1,5201.2296,23,3268.2682372303707,1932.961362769629,2,2
NCI31,20.0,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999,26,555.8307488828052,213.1682511171948,0,0
FDZ48,17.75,Low Fat,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,26,1450.1839841562455,898.7584158437544,1,1
FDI16,14.0,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92,28,844.6244815363592,753.2955184636409,1,1
FDZ31,15.35,Regular,0.07030343626048781,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552,26,3246.4290423717807,-753.6738423717807,1,1
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Small,Tier 2,Supermarket Type1,796.2968,23,1313.5531415217497,-517.2563415217497,0,0
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,Small,Tier 2,Supermarket Type1,4500.808,23,3494.44688058651,1006.3611194134901,2,2
FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592,28,2948.895690509444,129.76350949055586,2,2
FDA04,11.3,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164,40,4467.68445,1230.2319500000003,2,2
FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,38,576.897557639896,102.21844236010395,0,0
FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791,38,776.8950562259057,151.89594377409435,0,0
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,Small,Tier 2,Supermarket Type1,3663.2316,18,2570.1655245067686,1093.0660754932314,2,2
FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968,21,1271.7870969311848,33.18090306881527,1,1
DRG49,7.81,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804,40,3378.688059300938,42.19234069906179,2,2
FDG26,18.85,Low Fat,0.042736348,Canned,255.933,OUT045,2002,Small,Tier 2,Supermarket Type1,3844.995,23,3671.7497946060716,173.24520539392825,2,2
FDR51,9.035,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77,40,2614.729954137315,1147.040045862685,2,2
FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964,21,2825.413563892142,-57.01716389214198,1,1
FDC39,7.405,Low Fat,0.07030343626048781,Dairy,205.7296,OUT017,2007,Small,Tier 2,Supermarket Type1,4570.0512,18,3526.633522001267,1043.4176779987329,2,2
FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,18,2925.6309142977266,94.43788570227343,2,2
FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752,28,1923.616100373492,-964.864100373492,0,0
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,Small,Tier 2,Supermarket Type1,2375.5744,18,1998.64702854492,376.92737145508,1,1
NCJ29,10.6,Low Fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,38,1236.904613478046,-384.680613478046,0,0
NCF19,13.0,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,40,610.2357139383766,-464.42551393837664,0,0
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148,21,479.2852382230112,-208.97043822301123,0,0
FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,Small,Tier 2,Supermarket Type1,251.6724,18,541.6135216983583,-289.9411216983583,0,0
FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,1142.5128,18,1300.127622427624,-157.61482242762395,1,1
NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792,38,826.4381957118683,521.1410042881316,1,1
FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,2007,Small,Tier 2,Supermarket Type1,5366.348,18,3725.6050120296745,1640.7429879703254,2,2
FDQ03,15.0,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744,40,2661.502917795784,-1950.428517795784,0,0
FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,Small,Tier 2,Supermarket Type1,1661.8368,18,887.56975804634,774.26704195366,1,1
DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,Small,Tier 2,Supermarket Type1,3415.554,18,2515.2027474527604,900.3512525472397,2,2
NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,Small,Tier 2,Supermarket Type1,1655.1788,18,1417.5751460494353,237.60365395056465,1,0
FDC10,9.8,Regular,0.072863893,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,843.5686,21,1262.686459557432,-419.1178595574321,0,0
FDR46,16.85,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476,40,2168.767359051957,-2022.291359051957,0,0
FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792,21,1541.652472107359,-194.07327210735912,1,1
FDP23,6.71,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822,40,3006.2634616541977,694.9187383458025,2,2
FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662,38,3416.9428910056895,2601.22330899431,2,2
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456,38,1214.2803286011451,671.2652713988548,1,1
FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,21,2633.454771538258,-387.0455715382577,1,1
NCL29,9.695,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912,26,2231.1074324587353,2205.7837675412648,2,2
FDE16,8.895,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,833.5816,40,3874.6379978265395,-3041.0563978265395,0,0
FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608,28,1124.4578572093112,1056.702942790689,1,1
FDZ36,6.035,Regular,0.065729039,Baking Goods,188.324,OUT013,1987,High,Tier 3,Supermarket Type1,1491.392,38,2890.566943911412,-1399.1749439114121,1,1
NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,1998,Small,Tier 3,Grocery Store,884.1824,27,2777.4988309523724,-1893.3164309523722,0,0
NCI54,15.2,Low Fat,0.058827583,Household,110.4912,OUT019,1985,Small,Tier 1,Grocery Store,436.7648,40,1499.647790148782,-1062.882990148782,0,0
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104,16,1358.257308149522,-34.646908149522005,1,1
FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,2002,Small,Tier 2,Supermarket Type1,141.1496,23,303.68164519938125,-162.53204519938126,0,0
FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.2208,16,2768.568937599309,-121.34813759930876,1,1
FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,Small,Tier 3,Grocery Store,149.1392,27,998.9445271660965,-849.8053271660965,0,0
FDZ20,16.1,Low Fat,0.07030343626048781,Fruits and Vegetables,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102,40,4297.88484340229,7147.2171565977105,2,2
NCI18,18.35,Low Fat,0.014103354,Household,225.4746,OUT017,2007,Small,Tier 2,Supermarket Type1,1346.2476,18,2707.0152527060372,-1360.7676527060373,1,1
DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596,28,807.5713409584337,-33.91174095843371,0,0
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,Small,Tier 2,Supermarket Type1,3731.809,23,3121.2644581083478,610.5445418916524,2,2
FDW38,5.325,Regular,0.07030343626048781,Dairy,55.9298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596,40,637.6161996079261,-529.7565996079261,0,0
FDY33,14.5,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694,40,3065.09363109656,2822.57576890344,2,2
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424,21,1010.7426123336819,-659.200212333682,0,0
FDT32,19.0,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,2007,Small,Tier 2,Supermarket Type1,2826.321,18,2629.779260540747,196.54173945925277,1,2
FDI50,8.42,Regular,0.030890618,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152,26,4502.279408869511,1452.6357911304895,2,2
FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632,38,2685.3126622187165,-352.3494622187163,1,1
FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804,21,2995.1049634865317,1252.6990365134684,2,2
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904,38,3374.5908896152037,540.3131103847963,2,2
NCX05,15.2,Low Fat,0.169943195,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492,40,1393.540619130224,-1277.691419130224,0,0
DRF37,17.25,Low Fat,0.07030343626048781,Soft Drinks,263.591,OUT045,2002,Small,Tier 2,Supermarket Type1,788.973,23,3457.5882243516917,-2668.6152243516917,0,0
FDJ26,15.3,Regular,0.084765192,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962,28,2544.0700532682313,-620.5738532682312,1,1
FDZ25,15.7,Regular,0.027617046,Canned,168.279,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696,28,2920.6996582779593,1153.9963417220406,2,2
